24226	XH1670D-2	XH1670D	华成里布行	里布	9088 棉里布	黑色	0.4300000071525574	10	2	0.8600000143051147	
24226	XH1670D-2	XH1670D	东莞市虎门永恒拉链厂	辅料	5号金属闭尾拉链	黑边金牙	1	3	2	2	
24226	XH1670D-2	XH1670D	前卫衬朴	辅料	针织朴	黑色	0.4000000059604645	10	2	0.800000011920929	
24226	XH1670D-2	XH1670D	添彩纽扣	辅料	扣子2CM	黑色	4	3	2	8	
24226	XH1670D-2	XH1670D	东莞市虎门永恒拉链厂	辅料	3号隐形拉链	黑色	1	3	2	2	
24228	PDD055-11	PDD055		主面料	伟盛纺织	蓝色	1	10	660	660	
24228	PDD055-11	PDD055		里布	韩国里布	蓝色105号色	0.6499999761581421	10	660	428.9999842643738	
24228	PDD055-11	PDD055		辅料	包扣	配主布色22号	5	3	660	3300	
24228	PDD055-11	PDD055		辅料	3号隐形拉链	配主布色	1	3	660	660	
24229	PDD099K-8	PDD099K		主面料	新盛马布业	黑色	0.9399999976158142	10	1450	1362.9999965429306	
24229	PDD099K-8	PDD099K		辅料	裤子拉链	黑色	1	3	1450	1450	
24229	PDD099K-8	PDD099K		辅料	勾扣	银色，手工订	1	3	1450	1450	
24230	PDD147-5	PDD147		主面料	新林智纺织	白色	1.309999942779541	10	400	523.9999771118164	
24230	PDD147-5	PDD147		辅料	3号隐形拉链	白色	1	3	400	400	
24231	PDD150-4	PDD150		主面料	鸿利纺织	牛仔蓝	1.3899999856948853	10	160	222.39999771118164	
24231	PDD150-4	PDD150		辅料	摇头扣	银色	8	3	160	1280	
24233	PDDW151-6	PDDW151		主面料	广州新盛	黑色	1	10	900	900	
24233	PDDW151-6	PDDW151		辅料	扣子	黑色2cm	1	3	900	900	
24233	PDDW151-6	PDDW151		辅料	3号隐形拉链	配主布色12寸	1	3	900	900	
24234	PDD117-4	PDD117		主面料	联新纺织	灰色	1.590000033378601	10	1400	2226.0000467300415	
24234	PDD117-4	PDD117		辅料	裤子拉链	配主布色	1	3	1400	1400	
24234	PDD117-4	PDD117		辅料	橡筋	配色1寸宽	1.7000000476837158	10	1400	2380.000066757202	
24234	PDD117-4	PDD117		辅料	调节扣	银色1寸宽	2	3	1400	2800	
24234	PDD117-4	PDD117		辅料	透明扣	白色2cm	6	3	1400	8400	
24234	PDD117-4	PDD117		辅料	勾扣	银色西裤勾扣	1	3	1400	1400	
24235	PDD002-4	PDD002		主面料	伟业纺织	黑色	0.3199999928474426	10	140	44.79999899864197	
24235	PDD002-4	PDD002		面料	万利	黑色	0.25999999046325684	10	140	36.39999866485596	
24235	PDD002-4	PDD002		辅料	橡筋	黑色1/4	0.5	10	140	70	
24243	AMY-01	美登峰		面料	祥盛螺纹	配主布色2x2螺纹	0.05000000074505806	10	3	0.15000000223517418	
24243	AMY-01	美登峰		辅料	人字带	配主布色	0.3499999940395355	10	3	1.0499999821186066	
24243	AMY-01	美登峰	华顺橡筋	辅料	透明带1/4		0.699999988079071	10	3	2.099999964237213	
24244	YQ344-希音-1	YQ344		主面料	随机色蜡布	随机	3.259999990463257	10	50	162.99999952316284	
24244	YQ344-希音-1	YQ344		辅料	橡筋	黑色3寸宽	1	10	50	50	
24245	PDDA241产前	PDDA241		主面料	龙马纺织	蓝色	0.8999999761581421	10	1	0.8999999761581421	
